"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 09- 02","302.60","303.10","303.34","296.73","50.84M","0.95%"
"2020- 09- 01","299.76","297.44","299.88","295.63","36.40M","1.71%"
"2020- 08- 31","294.73","293.01","296.59","292.47","36.32M","0.80%"
"2020- 08- 28","292.38","292.12","293.03","290.78","28.02M","0.51%"
"2020- 08- 27","290.90","292.93","293.70","288.55","49.48M","-0.31%"
"2020- 08- 26","291.81","286.96","292.07","285.68","42.22M","2.14%"
"2020- 08- 25","285.71","282.63","285.91","282.22","34.87M","0.79%"
"2020- 08- 24","283.48","284.91","285.85","281.12","36.42M","0.62%"
"2020- 08- 21","281.72","279.92","282.19","279.31","34.75M","0.69%"
"2020- 08- 20","279.78","275.16","280.28","274.72","27.72M","1.38%"
"2020- 08- 19","275.96","277.78","278.87","275.43","32.00M","-0.67%"
"2020- 08- 18","277.82","276.26","278.32","274.77","23.53M","0.96%"
"2020- 08- 17","275.18","273.77","275.70","272.05","24.80M","1.16%"
"2020- 08- 14","272.02","272.87","273.26","270.58","30.80M","-0.12%"
"2020- 08- 13","272.34","272.50","274.69","271.37","31.90M","0.23%"
"2020- 08- 12","271.72","267.23","272.70","267.23","38.89M","2.52%"
"2020- 08- 11","265.05","268.96","270.30","264.49","43.10M","-1.90%"
"2020- 08- 10","270.17","271.60","271.84","266.53","35.09M","-0.43%"
"2020- 08- 07","271.33","273.90","274.74","269.10","44.97M","-1.15%"
"2020- 08- 06","274.50","270.64","274.84","270.05","28.05M","1.33%"
"2020- 08- 05","270.91","270.69","271.38","269.82","21.69M","0.25%"
"2020- 08- 04","270.24","268.60","270.34","267.95","24.91M","0.37%"
"2020- 08- 03","269.24","267.91","270.01","267.73","32.08M","1.35%"
"2020- 07- 31","265.65","265.69","265.81","260.71","53.76M","1.79%"
"2020- 07- 30","260.99","257.64","261.57","256.42","41.77M","0.52%"
"2020- 07- 29","259.63","258.19","260.52","257.77","27.56M","1.15%"
"2020- 07- 28","256.68","259.19","259.71","256.38","31.30M","-1.27%"
"2020- 07- 27","259.98","257.22","260.38","256.31","36.45M","1.78%"
"2020- 07- 24","255.43","253.99","256.80","251.19","54.05M","-0.95%"
"2020- 07- 23","257.87","264.41","265.10","256.42","51.36M","-2.61%"
"2020- 07- 22","264.79","264.32","265.75","262.41","29.87M","0.35%"
"2020- 07- 21","263.86","268.27","268.27","262.99","43.44M","-1.04%"
"2020- 07- 20","266.64","259.98","267.29","258.65","40.61M","2.84%"
"2020- 07- 17","259.28","259.57","260.17","257.03","35.14M","0.12%"
"2020- 07- 16","258.98","257.83","259.64","255.49","47.59M","-0.68%"
"2020- 07- 15","260.76","261.54","262.55","257.35","54.52M","0.20%"
"2020- 07- 14","260.23","255.94","260.65","252.63","72.23M","0.71%"
"2020- 07- 13","258.40","266.73","269.65","257.55","64.11M","-2.06%"
"2020- 07- 10","263.83","261.86","264.09","259.12","32.89M","0.68%"
"2020- 07- 09","262.04","261.75","262.73","257.49","40.31M","0.84%"
"2020- 07- 08","259.85","257.86","259.88","256.37","30.43M","1.31%"
"2020- 07- 07","256.48","257.96","260.74","256.17","36.58M","-0.69%"
"2020- 07- 06","258.25","255.33","258.79","255.30","34.59M","2.46%"
"2020- 07- 02","252.06","252.84","254.14","251.58","31.96M","0.68%"
"2020- 07- 01","250.36","247.53","251.39","246.95","34.69M","1.17%"
"2020- 06- 30","247.47","242.64","248.03","242.45","38.91M","1.96%"
"2020- 06- 29","242.71","239.85","242.72","237.23","34.38M","1.09%"
"2020- 06- 26","240.09","245.62","245.83","239.55","52.82M","-2.36%"
"2020- 06- 25","245.90","243.78","246.21","241.01","36.94M","0.95%"
"2020- 06- 24","243.58","247.86","249.19","242.03","46.03M","-2.06%"
"2020- 06- 23","248.71","248.26","251.02","247.69","32.77M","0.85%"
"2020- 06- 22","246.61","243.64","246.74","243.25","24.07M","1.02%"
"2020- 06- 19","244.11","246.61","246.87","242.32","49.42M","-0.02%"
"2020- 06- 18","244.15","243.16","244.40","242.36","30.58M","0.27%"
"2020- 06- 17","243.49","244.27","245.37","242.60","34.75M","0.32%"
"2020- 06- 16","242.72","243.65","244.26","238.97","48.89M","1.72%"
"2020- 06- 15","238.62","232.32","239.32","231.35","45.31M","1.21%"
"2020- 06- 12","235.76","238.96","240.27","231.62","72.03M","0.80%"
"2020- 06- 11","233.90","242.16","243.46","233.84","72.92M","-4.95%"
"2020- 06- 10","246.09","244.87","247.68","244.38","58.08M","1.20%"
"2020- 06- 09","243.17","240.53","244.05","240.34","35.05M","0.72%"
"2020- 06- 08","241.42","239.41","241.55","237.79","32.94M","0.78%"
"2020- 06- 05","239.56","235.94","240.17","235.51","47.37M","1.98%"
"2020- 06- 04","234.91","236.20","237.67","233.56","38.72M","-0.70%"
"2020- 06- 03","236.57","236.11","237.35","235.23","37.23M","0.45%"
"2020- 06- 02","235.51","234.30","235.57","231.89","33.38M","0.67%"
"2020- 06- 01","233.94","232.28","234.33","231.88","26.14M","0.30%"
"2020- 05- 29","233.24","230.31","233.48","228.64","50.88M","1.47%"
"2020- 05- 28","229.87","228.93","233.35","228.93","43.01M","-0.13%"
"2020- 05- 27","230.17","228.39","230.29","223.82","55.67M","0.55%"
"2020- 05- 26","228.92","233.32","233.45","228.67","33.06M","-0.27%"
"2020- 05- 22","229.54","228.34","229.75","227.38","28.76M","0.35%"
"2020- 05- 21","228.75","231.37","232.01","228.22","43.64M","-1.09%"
"2020- 05- 20","231.27","229.36","231.64","229.36","37.42M","2.00%"
"2020- 05- 19","226.74","227.54","229.73","226.59","36.24M","-0.25%"
"2020- 05- 18","227.31","226.16","228.56","225.35","42.60M","1.86%"
"2020- 05- 15","223.15","218.66","223.21","218.22","55.75M","0.65%"
"2020- 05- 14","221.71","218.01","221.75","215.88","51.55M","1.14%"
"2020- 05- 13","219.22","222.53","224.49","216.60","65.52M","-1.25%"
"2020- 05- 12","222.00","227.36","227.98","221.97","41.05M","-2.09%"
"2020- 05- 11","226.75","223.38","227.81","223.13","35.71M","0.89%"
"2020- 05- 08","224.74","223.43","224.88","222.36","31.96M","1.37%"
"2020- 05- 07","221.70","221.63","222.61","220.30","38.62M","1.28%"
"2020- 05- 06","218.89","219.25","220.92","218.00","36.46M","0.62%"
"2020- 05- 05","217.55","217.29","220.02","216.74","37.78M","1.13%"
"2020- 05- 04","215.11","211.50","215.34","211.01","32.84M","1.17%"
"2020- 05- 01","212.63","214.43","216.56","211.57","48.79M","-2.82%"
"2020- 04- 30","218.80","219.89","219.92","217.24","43.36M","-0.04%"
"2020- 04- 29","218.89","216.10","219.85","215.03","48.72M","3.55%"
"2020- 04- 28","211.39","217.16","217.21","211.10","46.86M","-1.88%"
"2020- 04- 27","215.45","216.07","216.52","214.39","36.45M","0.80%"
"2020- 04- 24","213.73","210.83","214.19","209.39","34.30M","1.58%"
"2020- 04- 23","210.41","211.69","214.32","209.98","43.28M","-0.21%"
"2020- 04- 22","210.86","209.03","212.24","208.22","40.19M","2.97%"
"2020- 04- 21","204.78","210.52","211.05","203.52","72.93M","-3.69%"
"2020- 04- 20","212.63","213.16","215.77","212.46","38.25M","-1.19%"
"2020- 04- 17","215.18","215.85","216.40","211.97","62.86M","0.96%"
"2020- 04- 16","213.14","211.67","214.26","209.58","64.66M","1.82%"
"2020- 04- 15","209.32","208.37","211.72","207.01","47.04M","-1.15%"
"2020- 04- 14","211.75","207.06","212.39","206.31","63.96M","4.35%"
"2020- 04- 13","202.92","199.82","203.31","198.65","42.85M","1.08%"
"2020- 04- 09","200.75","202.16","203.11","198.92","68.32M","0.14%"
"2020- 04- 08","200.46","197.98","201.06","196.07","45.94M","2.12%"
"2020- 04- 07","196.30","202.03","202.55","195.90","69.90M","-0.04%"
"2020- 04- 06","196.38","190.28","197.55","189.09","64.76M","7.15%"
"2020- 04- 03","183.27","185.40","186.97","181.19","47.49M","-1.42%"
"2020- 04- 02","185.91","181.49","190.00","180.87","56.47M","2.03%"
"2020- 04- 01","182.21","184.71","187.56","180.77","53.72M","-4.25%"
"2020- 03- 31","190.30","191.43","195.15","189.10","62.66M","-0.85%"
"2020- 03- 30","191.94","187.00","192.39","186.24","49.36M","3.64%"
"2020- 03- 27","185.20","186.83","190.41","184.56","58.84M","-3.44%"
"2020- 03- 26","191.80","183.77","192.62","183.51","79.89M","5.27%"
"2020- 03- 25","182.20","184.32","189.41","179.89","88.75M","-0.74%"
"2020- 03- 24","183.56","179.82","183.73","177.86","94.88M","7.74%"
"2020- 03- 23","170.37","170.83","174.12","164.84","124.64M","-0.14%"
"2020- 03- 20","170.61","181.64","182.77","170.01","118.98M","-3.92%"
"2020- 03- 19","177.57","175.60","183.39","171.54","120.90M","0.60%"
"2020- 03- 18","176.51","171.51","179.13","166.71","114.16M","-3.04%"
"2020- 03- 17","182.04","175.38","184.29","169.69","121.26M","7.58%"
"2020- 03- 16","169.21","174.06","184.58","169.07","92.05M","-11.98%"
"2020- 03- 13","192.24","186.97","194.38","178.04","134.88M","8.47%"
"2020- 03- 12","177.23","181.99","190.68","176.85","137.82M","-9.17%"
"2020- 03- 11","195.12","199.25","200.64","192.63","89.17M","-4.35%"
"2020- 03- 10","204.00","201.00","204.19","193.58","100.60M","5.44%"
"2020- 03- 09","193.47","193.38","201.05","192.01","116.42M","-6.95%"
"2020- 03- 06","207.91","204.56","209.04","202.80","89.83M","-1.69%"
"2020- 03- 05","211.48","212.58","216.25","209.99","78.71M","-3.04%"
"2020- 03- 04","218.11","213.21","218.22","211.26","73.09M","4.17%"
"2020- 03- 03","209.37","217.00","219.49","207.51","131.95M","-3.21%"
"2020- 03- 02","216.31","208.77","216.46","205.83","112.93M","5.16%"
"2020- 02- 28","205.69","198.82","207.06","198.07","149.25M","0.08%"
"2020- 02- 27","205.53","210.94","216.31","205.39","121.82M","-5.01%"
"2020- 02- 26","216.37","216.56","220.16","214.79","80.40M","0.52%"
"2020- 02- 25","215.26","223.07","223.87","214.63","97.74M","-2.72%"
"2020- 02- 24","221.27","221.72","224.13","220.14","84.52M","-3.86%"
"2020- 02- 21","230.15","233.52","233.89","229.20","66.06M","-1.92%"
"2020- 02- 20","234.66","236.34","236.83","231.76","42.60M","-0.93%"
"2020- 02- 19","236.86","235.95","237.35","235.73","22.23M","0.96%"
"2020- 02- 18","234.61","233.35","235.05","233.13","24.52M","0.04%"
"2020- 02- 14","234.52","234.16","234.74","233.43","23.44M","0.29%"
"2020- 02- 13","233.85","232.50","234.81","232.24","22.77M","-0.13%"
"2020- 02- 12","234.15","233.22","234.26","232.68","24.47M","0.97%"
"2020- 02- 11","231.89","233.09","233.90","231.28","30.20M","0.02%"
"2020- 02- 10","231.85","228.31","231.86","228.26","21.48M","1.21%"
"2020- 02- 07","229.08","229.04","230.32","228.42","25.88M","-0.43%"
"2020- 02- 06","230.07","228.65","230.13","227.86","22.47M","0.86%"
"2020- 02- 05","228.10","230.10","230.13","226.73","38.53M","0.33%"
"2020- 02- 04","227.35","225.27","227.74","224.53","30.69M","2.29%"
"2020- 02- 03","222.26","220.02","222.77","219.87","25.47M","1.51%"
"2020- 01- 31","218.95","223.38","223.44","218.17","52.02M","-1.59%"
"2020- 01- 30","222.48","220.25","222.58","219.57","39.57M","0.36%"
"2020- 01- 29","221.69","222.54","222.81","220.71","29.06M","0.16%"
"2020- 01- 28","221.33","219.48","221.84","218.94","26.73M","1.53%"
"2020- 01- 27","217.99","217.61","219.17","217.07","42.26M","-2.06%"
"2020- 01- 24","222.58","225.50","225.76","221.55","37.44M","-0.84%"
"2020- 01- 23","224.47","223.59","224.57","222.58","26.50M","0.32%"
"2020- 01- 22","223.75","224.26","225.03","223.47","20.74M","0.26%"
"2020- 01- 21","223.16","222.61","223.72","222.54","21.15M","-0.04%"
"2020- 01- 17","223.26","223.12","223.44","222.01","24.33M","0.50%"
"2020- 01- 16","222.16","221.12","222.20","220.68","18.80M","0.96%"
"2020- 01- 15","220.05","220.06","221.08","219.33","25.74M","0.04%"
"2020- 01- 14","219.96","220.63","221.09","219.62","24.57M","-0.39%"
"2020- 01- 13","220.83","219.19","220.86","218.87","22.85M","1.15%"
"2020- 01- 10","218.32","219.64","219.75","217.93","21.91M","-0.26%"
"2020- 01- 09","218.88","218.80","219.29","217.60","23.64M","0.85%"
"2020- 01- 08","217.04","215.36","218.03","215.05","26.46M","0.75%"
"2020- 01- 07","215.42","215.53","216.03","214.74","23.12M","-0.01%"
"2020- 01- 06","215.45","212.38","215.48","212.13","21.73M","0.64%"
"2020- 01- 03","214.07","213.18","215.36","213.17","27.53M","-0.92%"
"2020- 01- 02","216.05","214.29","216.05","213.87","31.01M","1.67%"
"2019- 12- 31","212.50","211.51","212.65","211.09","18.20M","0.19%"
"2019- 12- 30","212.10","213.40","213.52","211.05","21.83M","-0.66%"
"2019- 12- 27","213.50","214.44","214.45","212.93","18.14M","-0.08%"
"2019- 12- 26","213.68","212.15","213.70","212.12","17.16M","0.88%"
"2019- 12- 24","211.81","211.86","211.98","211.33","7.09M","0.05%"
"2019- 12- 23","211.70","211.92","212.04","211.52","23.80M","0.05%"
"2019- 12- 20","211.60","211.70","212.41","211.16","27.69M","0.40%"
"2019- 12- 19","210.75","209.53","210.82","209.51","17.89M","0.63%"
"2019- 12- 18","209.44","209.49","210.02","209.22","15.49M","0.08%"
"2019- 12- 17","209.28","209.39","209.60","208.93","16.03M","0.06%"
"2019- 12- 16","209.16","208.39","209.42","208.37","21.37M","1.00%"
"2019- 12- 13","207.08","206.25","207.80","205.85","32.53M","0.33%"
"2019- 12- 12","206.40","204.66","207.21","204.38","32.70M","0.75%"
"2019- 12- 11","204.87","204.26","205.08","203.93","18.90M","0.53%"
"2019- 12- 10","203.79","204.06","204.77","203.33","21.85M","-0.08%"
"2019- 12- 09","203.96","204.52","205.49","203.87","14.03M","-0.45%"
"2019- 12- 06","204.89","204.14","205.04","204.04","16.56M","1.07%"
"2019- 12- 05","202.72","203.04","203.04","201.73","15.04M","0.20%"
"2019- 12- 04","202.32","202.38","202.80","202.03","15.34M","0.51%"
"2019- 12- 03","201.30","200.21","201.38","193.68","31.43M","-0.78%"
"2019- 12- 02","202.89","205.00","205.07","201.67","28.12M","-1.02%"
"2019- 11- 29","204.99","205.48","205.72","204.89","9.85M","-0.46%"
"2019- 11- 27","205.93","205.02","205.94","204.78","17.06M","0.70%"
"2019- 11- 26","204.50","204.21","204.76","203.94","14.81M","0.19%"
"2019- 11- 25","204.11","202.56","204.15","202.56","17.79M","1.18%"
"2019- 11- 22","201.72","202.06","202.21","200.63","17.20M","0.06%"
"2019- 11- 21","201.59","201.83","201.96","200.96","17.93M","-0.22%"
"2019- 11- 20","202.04","202.74","203.34","200.51","36.71M","-0.60%"
"2019- 11- 19","203.26","203.73","203.73","202.48","17.00M","0.15%"
"2019- 11- 18","202.96","202.50","203.28","201.66","18.41M","0.08%"
"2019- 11- 15","202.80","202.50","202.80","201.89","18.43M","0.74%"
"2019- 11- 14","201.32","200.72","201.45","200.11","17.06M","-0.08%"
"2019- 11- 13","201.48","200.73","201.67","200.60","16.11M","0.02%"
"2019- 11- 12","201.43","201.02","202.10","200.71","14.78M","0.29%"
"2019- 11- 11","200.85","200.12","200.93","199.84","10.19M","-0.13%"
"2019- 11- 08","201.12","199.91","201.14","199.44","15.27M","0.40%"
"2019- 11- 07","200.32","200.65","201.61","199.75","17.83M","0.33%"
"2019- 11- 06","199.66","199.88","199.90","198.68","19.73M","-0.22%"
"2019- 11- 05","200.10","200.24","200.44","199.45","15.05M","0.06%"
"2019- 11- 04","199.99","200.08","200.42","198.76","19.02M","0.61%"
"2019- 11- 01","198.77","197.83","198.78","197.53","22.13M","0.91%"
"2019- 10- 31","196.98","197.46","197.55","195.84","26.80M","0.05%"
"2019- 10- 30","196.89","196.32","197.22","195.19","21.76M","0.48%"
"2019- 10- 29","195.94","197.14","197.43","195.91","18.57M","-0.77%"
"2019- 10- 28","197.47","196.47","197.73","196.45","18.84M","0.99%"
"2019- 10- 25","195.54","192.99","195.64","192.95","21.51M","0.80%"
"2019- 10- 24","193.99","193.52","194.11","192.64","19.26M","0.97%"
"2019- 10- 23","192.12","191.33","192.16","191.05","15.20M","0.19%"
"2019- 10- 22","191.75","193.96","194.32","191.69","22.99M","-0.80%"
"2019- 10- 21","193.29","192.55","193.42","192.04","15.87M","0.89%"
"2019- 10- 18","191.59","193.16","193.57","190.60","27.72M","-0.96%"
"2019- 10- 17","193.45","194.08","194.40","192.71","19.16M","0.26%"
"2019- 10- 16","192.94","192.78","193.43","192.33","20.69M","-0.25%"
"2019- 10- 15","193.42","191.55","193.87","191.46","23.74M","1.27%"
"2019- 10- 14","190.99","190.72","191.60","190.54","15.37M","-0.01%"
"2019- 10- 11","191.01","190.70","192.53","190.62","41.43M","1.29%"
"2019- 10- 10","188.58","187.15","189.33","187.02","26.69M","0.77%"
"2019- 10- 09","187.13","186.86","187.98","186.33","20.83M","0.98%"
"2019- 10- 08","185.32","186.91","187.76","185.17","33.20M","-1.50%"
"2019- 10- 07","188.14","188.13","189.64","187.81","21.40M","-0.30%"
"2019- 10- 04","188.71","186.89","188.98","186.78","32.75M","1.47%"
"2019- 10- 03","185.97","183.97","186.11","181.72","39.61M","1.10%"
"2019- 10- 02","183.95","185.91","187.11","182.92","48.93M","-1.72%"
"2019- 10- 01","187.17","189.44","190.49","186.86","32.67M","-0.82%"
"2019- 09- 30","188.71","187.65","189.01","187.30","26.56M","0.95%"
"2019- 09- 27","186.93","189.60","189.73","185.65","40.80M","-1.24%"
"2019- 09- 26","189.28","189.77","189.90","187.88","27.03M","-0.37%"
"2019- 09- 25","189.98","187.69","190.48","186.11","36.50M","1.12%"
"2019- 09- 24","187.87","191.27","191.69","187.05","41.10M","-1.33%"
"2019- 09- 23","190.40","190.26","190.97","189.62","22.92M","-0.16%"
"2019- 09- 20","190.70","193.01","193.21","190.06","30.13M","-1.06%"
"2019- 09- 19","192.74","192.76","193.93","192.37","26.21M","0.17%"
"2019- 09- 18","192.42","192.10","192.50","190.01","31.17M","-0.04%"
"2019- 09- 17","192.50","191.60","192.50","191.19","21.11M","0.48%"
"2019- 09- 16","191.58","191.20","191.98","191.01","20.32M","-0.45%"
"2019- 09- 13","192.44","192.85","193.30","192.19","27.67M","-0.36%"
"2019- 09- 12","193.13","193.54","194.61","192.87","28.69M","0.42%"
"2019- 09- 11","192.33","190.88","192.43","190.46","25.06M","0.94%"
"2019- 09- 10","190.54","190.09","190.64","188.81","23.74M","-0.29%"
"2019- 09- 09","191.09","192.08","192.17","190.12","24.41M","-0.21%"
"2019- 09- 06","191.49","191.93","192.07","191.07","19.49M","-0.10%"
"2019- 09- 05","191.68","190.29","192.22","190.24","34.06M","1.83%"
"2019- 09- 04","188.23","187.33","188.39","186.80","21.68M","1.44%"
"2019- 09- 03","185.55","186.16","187.08","184.93","28.03M","-0.97%"
"2019- 08- 30","187.37","188.84","188.87","186.31","26.33M","-0.24%"
"2019- 08- 29","187.82","187.27","188.36","186.58","25.43M","1.53%"
"2019- 08- 28","184.99","183.74","185.30","182.81","21.85M","0.36%"
"2019- 08- 27","184.33","185.98","186.32","183.61","28.08M","-0.21%"
"2019- 08- 26","184.72","184.09","184.77","182.98","27.69M","1.51%"
"2019- 08- 23","181.97","186.66","188.35","181.46","55.44M","-3.17%"
"2019- 08- 22","187.92","188.88","189.36","186.44","24.27M","-0.32%"
"2019- 08- 21","188.53","188.56","189.13","187.86","20.75M","0.89%"
"2019- 08- 20","186.87","187.90","188.54","186.82","19.94M","-0.78%"
"2019- 08- 19","188.33","187.93","188.73","187.40","22.57M","1.59%"
"2019- 08- 16","185.38","184.01","185.85","184.00","34.79M","1.61%"
"2019- 08- 15","182.45","183.01","183.49","181.06","36.85M","-0.11%"
"2019- 08- 14","182.66","185.21","185.85","182.32","51.00M","-2.99%"
"2019- 08- 13","188.29","184.17","189.58","183.92","40.47M","2.19%"
"2019- 08- 12","184.25","185.24","185.80","183.40","24.64M","-1.15%"
"2019- 08- 09","186.39","187.22","187.90","184.93","33.61M","-0.94%"
"2019- 08- 08","188.16","185.05","188.22","184.47","38.42M","2.18%"
"2019- 08- 07","184.15","181.22","184.41","179.80","49.99M","0.54%"
"2019- 08- 06","183.16","182.28","183.70","180.97","41.90M","1.40%"
"2019- 08- 05","180.64","183.41","183.41","179.11","75.04M","-3.53%"
"2019- 08- 02","187.25","188.72","188.89","186.11","55.21M","-1.47%"
"2019- 08- 01","190.05","191.41","194.88","189.13","63.25M","-0.50%"
"2019- 07- 31","191.00","194.21","194.33","189.22","41.63M","-1.38%"
"2019- 07- 30","193.68","193.06","194.44","192.89","18.71M","-0.43%"
"2019- 07- 29","194.52","195.08","195.08","193.29","20.45M","-0.34%"
"2019- 07- 26","195.19","194.42","195.45","194.33","20.43M","1.03%"
"2019- 07- 25","193.20","194.38","194.42","192.83","23.43M","-0.95%"
"2019- 07- 24","195.05","192.97","195.06","192.93","20.42M","0.70%"
"2019- 07- 23","193.69","193.48","193.71","192.19","23.79M","0.65%"
"2019- 07- 22","192.43","191.40","192.84","191.34","18.95M","0.80%"
"2019- 07- 19","190.91","193.72","193.73","190.71","29.39M","-0.73%"
"2019- 07- 18","192.32","191.20","192.69","190.59","29.07M","0.11%"
"2019- 07- 17","192.10","193.10","193.39","192.08","16.77M","-0.49%"
"2019- 07- 16","193.05","193.76","193.99","192.46","20.19M","-0.52%"
"2019- 07- 15","194.05","193.87","194.09","193.34","15.61M","0.32%"
"2019- 07- 12","193.43","192.53","193.44","192.35","20.21M","0.58%"
